user_id,product,city
6715,Mouse,Kolkata
11379,Phone,Chennai
8122,Laptop,Kolkata
7188,Mouse,Mumbai
13734,Mouse,Kolkata
8025,Mouse,Delhi
15909,Laptop,Chennai
8403,Mouse,Delhi
18820,Phone,Chennai
11104,Mouse,Delhi
9579,Laptop,Mumbai
11265,Laptop,Mumbai
19520,Mouse,Delhi
15170,Keyboard,Kolkata
15998,Keyboard,Delhi
13719,Laptop,Mumbai
10632,Mouse,Delhi
4884,Laptop,Kolkata
1407,Phone,Delhi
10239,Mouse,Delhi
11645,Phone,Mumbai
19246,Keyboard,Chennai
5643,Laptop,Delhi
6884,Laptop,Delhi
3060,Phone,Chennai
18968,Laptop,Mumbai
192,Mouse,Chennai
2635,Laptop,Kolkata
18359,Mouse,Chennai
15970,Mouse,Mumbai
15077,Mouse,Mumbai
16561,Phone,Mumbai
17354,Laptop,Chennai
4125,Laptop,Kolkata
10880,Laptop,Delhi
7400,Laptop,Delhi
11701,Laptop,Kolkata
5226,Keyboard,Mumbai
16137,Phone,Delhi
9402,Laptop,Mumbai
16471,Phone,Kolkata
119,Keyboard,Chennai
11578,Keyboard,Kolkata
1848,Laptop,Chennai
1888,Keyboard,Delhi
8004,Laptop,Chennai
10140,Phone,Kolkata
1350,Keyboard,Kolkata
17163,Mouse,Mumbai
19547,Laptop,Mumbai
16259,Phone,Delhi
1134,Mouse,Chennai
1072,Phone,Kolkata
18567,Keyboard,Kolkata
11294,Keyboard,Chennai
13074,Phone,Kolkata
642,Mouse,Kolkata
2727,Mouse,Kolkata
18974,Mouse,Mumbai
11116,Phone,Delhi
203,Phone,Mumbai
1180,Phone,Chennai
2174,Keyboard,Mumbai
6866,Mouse,Mumbai
3455,Phone,Kolkata
18054,Laptop,Mumbai
18084,Keyboard,Chennai
17348,Mouse,Chennai
10160,Phone,Kolkata
14124,Mouse,Mumbai
15232,Keyboard,Mumbai
9658,Phone,Delhi
14943,Laptop,Chennai
7270,Keyboard,Kolkata
9847,Mouse,Kolkata
11787,Mouse,Mumbai
16259,Phone,Mumbai
2650,Keyboard,Chennai
845,Keyboard,Kolkata
3187,Keyboard,Chennai
15472,Mouse,Mumbai
16814,Keyboard,Kolkata
5770,Keyboard,Delhi
17547,Mouse,Kolkata
19268,Phone,Delhi
17463,Mouse,Mumbai
6844,Phone,Kolkata
2616,Phone,Kolkata
2903,Phone,Chennai
6884,Laptop,Mumbai
1543,Keyboard,Kolkata
13514,Keyboard,Delhi
11782,Keyboard,Kolkata
1202,Mouse,Kolkata
10190,Mouse,Delhi
12673,Mouse,Chennai
12221,Laptop,Chennai
3261,Phone,Mumbai
1210,Phone,Delhi
18801,Keyboard,Chennai
1851,Laptop,Delhi
14549,Phone,Kolkata
9988,Laptop,Chennai
1316,Laptop,Delhi
9086,Mouse,Kolkata
6756,Mouse,Chennai
14301,Phone,Chennai
14731,Mouse,Mumbai
5655,Phone,Chennai
15388,Laptop,Chennai
5512,Phone,Delhi
2272,Mouse,Chennai
6160,Phone,Mumbai
17014,Phone,Chennai
18042,Phone,Chennai
8649,Laptop,Kolkata
12913,Keyboard,Delhi
6425,Laptop,Chennai
17824,Laptop,Mumbai
13567,Keyboard,Kolkata
17370,Keyboard,Kolkata
18858,Phone,Chennai
18446,Phone,Kolkata
13981,Mouse,Chennai
7,Mouse,Kolkata
17414,Keyboard,Mumbai
2144,Laptop,Chennai
10973,Mouse,Delhi
5402,Keyboard,Mumbai
18801,Laptop,Kolkata
5119,Mouse,Chennai
1725,Laptop,Chennai
4320,Mouse,Chennai
8819,Mouse,Mumbai
14284,Laptop,Chennai
5095,Laptop,Delhi
12446,Phone,Mumbai
6103,Keyboard,Kolkata
12885,Laptop,Kolkata
2069,Laptop,Mumbai
3278,Mouse,Chennai
15601,Mouse,Kolkata
261,Phone,Chennai
13991,Keyboard,Delhi
8679,Laptop,Kolkata
16442,Phone,Kolkata
3154,Mouse,Kolkata
19091,Keyboard,Delhi
17159,Laptop,Chennai
2950,Laptop,Chennai
4870,Mouse,Mumbai
18369,Mouse,Kolkata
11951,Phone,Kolkata
15794,Keyboard,Delhi
12437,Phone,Kolkata
14127,Mouse,Kolkata
4687,Phone,Chennai
13663,Keyboard,Chennai
3236,Keyboard,Chennai
385,Mouse,Mumbai
8170,Mouse,Chennai
12245,Laptop,Delhi
19657,Keyboard,Delhi
14989,Mouse,Delhi
18355,Mouse,Mumbai
1619,Keyboard,Delhi
3007,Keyboard,Mumbai
4379,Keyboard,Mumbai
14980,Phone,Kolkata
2175,Phone,Mumbai
4119,Mouse,Delhi
8832,Keyboard,Mumbai
17179,Laptop,Chennai
697,Mouse,Chennai
9913,Laptop,Delhi
7816,Phone,Kolkata
17,Mouse,Delhi
14669,Laptop,Delhi
18838,Phone,Delhi
14535,Mouse,Delhi
5536,Keyboard,Chennai
17563,Laptop,Mumbai
8610,Mouse,Mumbai
1289,Mouse,Mumbai
19305,Mouse,Mumbai
7660,Keyboard,Chennai
4644,Mouse,Mumbai
5389,Mouse,Delhi
10171,Laptop,Delhi
7083,Keyboard,Kolkata
10176,Laptop,Kolkata
17917,Laptop,Chennai
917,Phone,Chennai
7361,Keyboard,Mumbai
3088,Mouse,Mumbai
4855,Keyboard,Chennai
8995,Keyboard,Mumbai
12513,Mouse,Delhi
800,Mouse,Mumbai
9372,Mouse,Kolkata
12141,Keyboard,Chennai
4882,Phone,Delhi
2835,Phone,Mumbai
7630,Laptop,Chennai
8521,Laptop,Mumbai
6095,Phone,Delhi
17036,Mouse,Mumbai
661,Keyboard,Chennai
6985,Phone,Delhi
15616,Laptop,Mumbai
12829,Mouse,Delhi
900,Laptop,Mumbai
18434,Mouse,Mumbai
18357,Phone,Kolkata
3316,Keyboard,Delhi
5654,Laptop,Chennai
3423,Keyboard,Delhi
18618,Laptop,Delhi
7238,Mouse,Delhi
1107,Keyboard,Mumbai
8772,Laptop,Kolkata
8491,Mouse,Chennai
7060,Laptop,Delhi
18280,Keyboard,Delhi
1221,Laptop,Kolkata
1596,Mouse,Delhi
2046,Phone,Kolkata
10459,Keyboard,Delhi
7808,Keyboard,Chennai
6619,Keyboard,Delhi
3893,Mouse,Chennai
12423,Mouse,Kolkata
9693,Laptop,Delhi
6144,Keyboard,Chennai
13836,Keyboard,Delhi
362,Phone,Mumbai
11084,Mouse,Delhi
12823,Laptop,Mumbai
2719,Keyboard,Kolkata
16390,Phone,Chennai
3772,Mouse,Kolkata
14648,Mouse,Kolkata
18539,Mouse,Mumbai
3220,Keyboard,Chennai
685,Keyboard,Chennai
6160,Phone,Chennai
18128,Phone,Kolkata
4268,Mouse,Mumbai
7093,Laptop,Kolkata
2076,Mouse,Chennai
7607,Phone,Delhi
19571,Phone,Mumbai
16976,Laptop,Chennai
3704,Laptop,Delhi
2480,Keyboard,Delhi
8989,Mouse,Chennai
11222,Laptop,Mumbai
7615,Phone,Kolkata
6849,Laptop,Kolkata
5112,Mouse,Mumbai
18726,Phone,Delhi
7063,Phone,Chennai
2808,Mouse,Delhi
14577,Phone,Delhi
8798,Keyboard,Mumbai
13540,Phone,Kolkata
10079,Phone,Delhi
12028,Phone,Kolkata
19370,Mouse,Mumbai
14160,Mouse,Kolkata
15741,Mouse,Chennai
16183,Laptop,Mumbai
16860,Mouse,Kolkata
3348,Phone,Mumbai
11708,Mouse,Mumbai
6612,Keyboard,Mumbai
15638,Keyboard,Chennai
3865,Phone,Delhi
14202,Keyboard,Chennai
18997,Mouse,Kolkata
4777,Mouse,Delhi
10983,Mouse,Chennai
416,Laptop,Chennai
19993,Phone,Chennai
4795,Mouse,Mumbai
11580,Keyboard,Kolkata
14551,Mouse,Kolkata
6435,Phone,Chennai
2905,Phone,Kolkata
9486,Mouse,Chennai
1652,Keyboard,Chennai
7746,Laptop,Mumbai
14000,Keyboard,Delhi
9314,Phone,Kolkata
16286,Mouse,Delhi
2794,Keyboard,Delhi
2926,Mouse,Chennai
10038,Mouse,Delhi
19107,Keyboard,Chennai
10207,Phone,Mumbai
654,Phone,Delhi
14719,Keyboard,Chennai
8040,Keyboard,Kolkata
13953,Keyboard,Chennai
18505,Mouse,Delhi
367,Keyboard,Kolkata
19752,Mouse,Kolkata
3029,Keyboard,Delhi
13765,Mouse,Kolkata
6477,Keyboard,Kolkata
5482,Laptop,Mumbai
16859,Phone,Mumbai
16012,Mouse,Delhi
13252,Phone,Delhi
2858,Keyboard,Delhi
9633,Phone,Delhi
14313,Laptop,Delhi
18513,Keyboard,Delhi
19432,Mouse,Chennai
17433,Laptop,Kolkata
1094,Laptop,Mumbai
18539,Mouse,Chennai
18383,Laptop,Kolkata
7293,Phone,Chennai
9590,Mouse,Mumbai
18383,Keyboard,Mumbai
19061,Keyboard,Delhi
17636,Mouse,Chennai
18260,Laptop,Kolkata
484,Phone,Chennai
15640,Laptop,Chennai
9778,Phone,Delhi
18224,Mouse,Kolkata
11629,Mouse,Delhi
5031,Mouse,Chennai
1968,Laptop,Mumbai
19149,Laptop,Kolkata
8872,Keyboard,Delhi
17307,Keyboard,Delhi
3333,Laptop,Chennai
19332,Keyboard,Chennai
2244,Phone,Delhi
9774,Mouse,Chennai
10776,Laptop,Kolkata
6175,Laptop,Kolkata
2656,Laptop,Mumbai
1562,Phone,Mumbai
4789,Keyboard,Mumbai
12406,Keyboard,Delhi
14813,Phone,Chennai
6898,Laptop,Kolkata
6019,Laptop,Kolkata
7463,Mouse,Kolkata
10931,Mouse,Kolkata
1438,Keyboard,Delhi
17128,Mouse,Kolkata
6814,Mouse,Mumbai
7633,Keyboard,Chennai
3580,Laptop,Kolkata
2029,Mouse,Chennai
11661,Phone,Chennai
15324,Keyboard,Chennai
6375,Phone,Chennai
15974,Mouse,Kolkata
16891,Laptop,Kolkata
9419,Keyboard,Kolkata
14094,Keyboard,Delhi
8033,Keyboard,Kolkata
14177,Laptop,Mumbai
13759,Keyboard,Mumbai
12938,Keyboard,Mumbai
12665,Keyboard,Kolkata
11354,Mouse,Chennai
1389,Keyboard,Chennai
18432,Mouse,Delhi
17726,Mouse,Chennai
15041,Keyboard,Mumbai
1636,Keyboard,Kolkata
3661,Keyboard,Kolkata
8324,Keyboard,Mumbai
9085,Mouse,Chennai
7706,Mouse,Kolkata
6864,Phone,Kolkata
5047,Laptop,Mumbai
537,Laptop,Chennai
14040,Keyboard,Chennai
4540,Laptop,Mumbai
11299,Mouse,Delhi
17750,Mouse,Mumbai
11971,Keyboard,Chennai
9343,Keyboard,Mumbai
14539,Phone,Chennai
4789,Mouse,Mumbai
14291,Mouse,Kolkata
10572,Mouse,Chennai
10992,Keyboard,Delhi
5954,Mouse,Chennai
7445,Phone,Delhi
6015,Keyboard,Chennai
19473,Laptop,Kolkata
16038,Keyboard,Kolkata
6081,Mouse,Delhi
8404,Mouse,Kolkata
4317,Mouse,Delhi
8079,Mouse,Kolkata
9537,Keyboard,Mumbai
2136,Keyboard,Chennai
14094,Laptop,Mumbai
6214,Phone,Delhi
15527,Laptop,Kolkata
16022,Phone,Chennai
10017,Keyboard,Kolkata
15601,Mouse,Chennai
8625,Phone,Chennai
16522,Laptop,Chennai
13212,Mouse,Mumbai
15484,Laptop,Chennai
11352,Laptop,Kolkata
11221,Mouse,Delhi
3251,Laptop,Kolkata
18461,Keyboard,Chennai
2960,Phone,Kolkata
11420,Mouse,Kolkata
7296,Laptop,Delhi
157,Phone,Chennai
2786,Keyboard,Delhi
5385,Mouse,Mumbai
9006,Phone,Chennai
13416,Keyboard,Delhi
17533,Keyboard,Kolkata
4453,Phone,Kolkata
17830,Laptop,Chennai
5812,Laptop,Delhi
6976,Laptop,Delhi
16664,Keyboard,Kolkata
2705,Keyboard,Delhi
19624,Phone,Delhi
6717,Keyboard,Chennai
6561,Mouse,Delhi
10974,Keyboard,Chennai
18319,Phone,Chennai
19962,Phone,Chennai
9265,Mouse,Kolkata
18155,Laptop,Chennai
19061,Laptop,Kolkata
2448,Laptop,Kolkata
9223,Phone,Delhi
4748,Phone,Kolkata
17681,Laptop,Delhi
1606,Mouse,Chennai
16348,Phone,Kolkata
14260,Keyboard,Delhi
14573,Mouse,Delhi
7833,Phone,Delhi
17487,Laptop,Delhi
18079,Laptop,Kolkata
14376,Laptop,Delhi
7925,Keyboard,Mumbai
5499,Phone,Kolkata
6539,Phone,Chennai
5308,Phone,Delhi
4247,Phone,Mumbai
14732,Phone,Kolkata
13058,Phone,Chennai
17940,Keyboard,Delhi
10628,Mouse,Delhi
915,Mouse,Mumbai
8545,Laptop,Delhi
19425,Laptop,Mumbai
19105,Laptop,Chennai
19384,Phone,Mumbai
5611,Mouse,Mumbai
19134,Keyboard,Delhi
10099,Keyboard,Chennai
2486,Phone,Chennai
7230,Phone,Chennai
18460,Mouse,Kolkata
10524,Mouse,Chennai
14922,Phone,Kolkata
8855,Keyboard,Mumbai
15527,Keyboard,Chennai
19011,Laptop,Chennai
3656,Mouse,Delhi
9710,Laptop,Delhi
10597,Laptop,Delhi
10014,Mouse,Delhi
2346,Laptop,Mumbai
11161,Laptop,Kolkata
2772,Keyboard,Kolkata
1044,Keyboard,Mumbai
3497,Laptop,Kolkata
551,Mouse,Delhi
16377,Mouse,Chennai
15792,Keyboard,Chennai
8565,Phone,Chennai
13376,Mouse,Delhi
12586,Keyboard,Kolkata
16504,Mouse,Delhi
13361,Keyboard,Chennai
6251,Keyboard,Mumbai
13153,Mouse,Delhi
19612,Phone,Mumbai
8968,Keyboard,Delhi
18787,Phone,Delhi
7691,Phone,Mumbai
15978,Mouse,Mumbai
13775,Keyboard,Kolkata
9570,Mouse,Mumbai
19013,Keyboard,Chennai
3381,Phone,Kolkata
1556,Laptop,Kolkata
17989,Laptop,Kolkata
7193,Laptop,Mumbai
6519,Mouse,Mumbai
14995,Mouse,Kolkata
8318,Laptop,Kolkata
18715,Laptop,Mumbai
11391,Phone,Chennai
8348,Mouse,Delhi
12539,Mouse,Kolkata
13274,Phone,Chennai
9925,Keyboard,Delhi
12187,Keyboard,Chennai
16397,Mouse,Kolkata
12935,Laptop,Chennai
12883,Phone,Chennai
16793,Laptop,Mumbai
8965,Mouse,Chennai
8445,Laptop,Chennai
10794,Laptop,Kolkata
13619,Keyboard,Delhi
12061,Keyboard,Delhi
6688,Laptop,Kolkata
17994,Keyboard,Chennai
12972,Keyboard,Delhi
1427,Laptop,Kolkata
6001,Phone,Kolkata
7821,Keyboard,Mumbai
7858,Phone,Delhi
7839,Laptop,Kolkata
9968,Keyboard,Kolkata
2181,Laptop,Kolkata
2730,Keyboard,Delhi
3994,Mouse,Chennai
1212,Keyboard,Kolkata
11475,Keyboard,Kolkata
16035,Laptop,Chennai
15150,Mouse,Kolkata
4504,Mouse,Kolkata
19967,Laptop,Chennai
1976,Mouse,Mumbai
15209,Keyboard,Mumbai
4129,Mouse,Kolkata
1907,Keyboard,Kolkata
4409,Mouse,Delhi
18120,Phone,Kolkata
5008,Mouse,Chennai
4021,Laptop,Mumbai
17551,Phone,Kolkata
13223,Laptop,Delhi
18697,Phone,Kolkata
9157,Keyboard,Kolkata
2033,Laptop,Mumbai
13691,Mouse,Chennai
16846,Keyboard,Mumbai
17598,Mouse,Delhi
16250,Keyboard,Chennai
6790,Phone,Delhi
1331,Phone,Mumbai
15207,Phone,Kolkata
3463,Phone,Delhi
8897,Phone,Kolkata
2539,Keyboard,Delhi
16965,Laptop,Delhi
3764,Keyboard,Mumbai
9508,Keyboard,Kolkata
18033,Mouse,Kolkata
238,Mouse,Delhi
8952,Phone,Chennai
14173,Mouse,Kolkata
15249,Keyboard,Delhi
13146,Laptop,Mumbai
2344,Mouse,Mumbai
17170,Keyboard,Chennai
19699,Keyboard,Delhi
10791,Laptop,Delhi
5511,Laptop,Chennai
54,Phone,Kolkata
8379,Laptop,Delhi
5768,Laptop,Mumbai
9317,Laptop,Chennai
1455,Keyboard,Delhi
9251,Phone,Kolkata
18476,Mouse,Delhi
14791,Mouse,Delhi
3106,Laptop,Kolkata
2070,Keyboard,Mumbai
19040,Phone,Kolkata
5710,Laptop,Mumbai
8804,Phone,Mumbai
12740,Laptop,Mumbai
10049,Laptop,Mumbai
1668,Phone,Chennai
1120,Laptop,Chennai
10837,Keyboard,Kolkata
5126,Keyboard,Chennai
18948,Laptop,Kolkata
4556,Mouse,Kolkata
13485,Phone,Delhi
14410,Mouse,Kolkata
6940,Phone,Mumbai
8202,Keyboard,Chennai
19324,Laptop,Kolkata
2351,Phone,Delhi
5064,Laptop,Delhi
19722,Mouse,Delhi
16393,Phone,Chennai
13138,Keyboard,Mumbai
13850,Phone,Kolkata
6407,Phone,Chennai
19112,Keyboard,Kolkata
4791,Phone,Kolkata
8096,Phone,Chennai
12172,Phone,Chennai
9415,Laptop,Mumbai
18941,Keyboard,Delhi
14548,Laptop,Kolkata
18294,Mouse,Delhi
7733,Phone,Chennai
6526,Phone,Mumbai
16146,Phone,Mumbai
3716,Mouse,Chennai
12122,Keyboard,Delhi
17699,Mouse,Chennai
12488,Laptop,Kolkata
1254,Keyboard,Delhi
11637,Keyboard,Delhi
4305,Keyboard,Delhi
18738,Laptop,Delhi
12190,Keyboard,Chennai
19540,Keyboard,Chennai
19279,Laptop,Delhi
14891,Laptop,Chennai
6820,Keyboard,Mumbai
7011,Mouse,Mumbai
12707,Keyboard,Chennai
11690,Phone,Chennai
11263,Phone,Mumbai
16956,Keyboard,Chennai
1467,Mouse,Mumbai
19699,Mouse,Delhi
10813,Keyboard,Kolkata
630,Keyboard,Chennai
18134,Keyboard,Mumbai
19054,Laptop,Delhi
4716,Keyboard,Mumbai
3042,Phone,Delhi
19249,Laptop,Mumbai
8079,Keyboard,Kolkata
10415,Laptop,Chennai
5633,Keyboard,Delhi
10159,Phone,Delhi
4512,Laptop,Chennai
11795,Laptop,Delhi
12233,Laptop,Delhi
8791,Laptop,Chennai
7831,Phone,Chennai
15776,Mouse,Kolkata
6708,Mouse,Mumbai
6268,Laptop,Delhi
18360,Laptop,Mumbai
2179,Keyboard,Kolkata
7000,Laptop,Delhi
7565,Laptop,Mumbai
3377,Keyboard,Mumbai
18258,Mouse,Mumbai
13091,Mouse,Chennai
3401,Mouse,Delhi
11650,Laptop,Kolkata
17705,Phone,Delhi
17538,Mouse,Delhi
18473,Laptop,Chennai
15517,Laptop,Kolkata
1703,Keyboard,Kolkata
12904,Phone,Kolkata
4317,Keyboard,Mumbai
14113,Phone,Kolkata
13455,Keyboard,Kolkata
10860,Phone,Chennai
6173,Laptop,Delhi
2091,Keyboard,Mumbai
2283,Keyboard,Kolkata
7520,Laptop,Kolkata
16990,Keyboard,Delhi
796,Mouse,Delhi
7613,Keyboard,Mumbai
7120,Laptop,Delhi
5971,Laptop,Kolkata
18558,Mouse,Mumbai
15111,Laptop,Chennai
19296,Laptop,Kolkata
423,Phone,Mumbai
16065,Laptop,Chennai
17065,Mouse,Delhi
7216,Keyboard,Chennai
10944,Laptop,Kolkata
15950,Laptop,Chennai
7401,Phone,Chennai
5642,Keyboard,Kolkata
5182,Keyboard,Delhi
13799,Keyboard,Delhi
3436,Mouse,Mumbai
398,Mouse,Chennai
12931,Phone,Mumbai
7587,Phone,Kolkata
12734,Laptop,Kolkata
12035,Mouse,Mumbai
16591,Keyboard,Delhi
14475,Laptop,Mumbai
6065,Phone,Delhi
19143,Phone,Delhi
12513,Laptop,Delhi
12079,Mouse,Mumbai
19450,Phone,Mumbai
4868,Phone,Mumbai
6115,Phone,Delhi
1389,Phone,Delhi
681,Mouse,Chennai
14718,Laptop,Kolkata
14820,Mouse,Chennai
13704,Laptop,Delhi
18427,Phone,Chennai
5541,Keyboard,Delhi
6193,Keyboard,Chennai
1060,Keyboard,Kolkata
19528,Laptop,Delhi
6696,Keyboard,Chennai
1567,Laptop,Delhi
17291,Mouse,Mumbai
1515,Mouse,Chennai
15337,Laptop,Mumbai
11954,Keyboard,Delhi
8433,Laptop,Chennai
661,Laptop,Mumbai
7819,Laptop,Delhi
5891,Laptop,Delhi
13009,Laptop,Kolkata
11852,Laptop,Chennai
5409,Keyboard,Chennai
11624,Keyboard,Kolkata
4116,Laptop,Kolkata
16119,Laptop,Chennai
666,Mouse,Kolkata
6113,Keyboard,Chennai
8650,Keyboard,Kolkata
16922,Mouse,Mumbai
4194,Mouse,Delhi
12815,Phone,Kolkata
14443,Keyboard,Kolkata
2274,Keyboard,Kolkata
5844,Keyboard,Delhi
565,Keyboard,Chennai
18440,Keyboard,Chennai
18624,Mouse,Chennai
10873,Mouse,Kolkata
15190,Mouse,Delhi
16609,Keyboard,Delhi
11410,Phone,Delhi
5967,Keyboard,Kolkata
1766,Phone,Kolkata
3845,Mouse,Delhi
13712,Phone,Mumbai
10576,Keyboard,Delhi
12567,Keyboard,Mumbai
17519,Laptop,Delhi
6746,Phone,Chennai
12627,Laptop,Mumbai
1704,Keyboard,Kolkata
10985,Mouse,Kolkata
18070,Mouse,Delhi
18347,Keyboard,Mumbai
10033,Mouse,Kolkata
1057,Phone,Delhi
1216,Keyboard,Kolkata
19741,Laptop,Chennai
8200,Phone,Chennai
14963,Laptop,Delhi
5422,Mouse,Kolkata
11786,Mouse,Kolkata
17302,Phone,Chennai
6118,Mouse,Kolkata
9132,Mouse,Chennai
3260,Phone,Mumbai
1636,Mouse,Chennai
14579,Phone,Chennai
3378,Laptop,Kolkata
4167,Phone,Mumbai
19874,Phone,Kolkata
14338,Phone,Kolkata
10407,Phone,Kolkata
10873,Keyboard,Delhi
15882,Keyboard,Delhi
7243,Keyboard,Delhi
3800,Mouse,Delhi
16442,Laptop,Chennai
7891,Mouse,Delhi
17550,Mouse,Mumbai
3272,Mouse,Delhi
9307,Phone,Mumbai
10052,Keyboard,Kolkata
18354,Phone,Delhi
26,Mouse,Chennai
1038,Keyboard,Kolkata
15015,Keyboard,Chennai
15214,Phone,Mumbai
14421,Laptop,Mumbai
4105,Phone,Mumbai
2281,Mouse,Chennai
5700,Keyboard,Mumbai
19730,Laptop,Kolkata
2553,Phone,Delhi
17243,Laptop,Chennai
16611,Keyboard,Kolkata
7920,Laptop,Delhi
12854,Keyboard,Kolkata
19407,Laptop,Mumbai
15805,Phone,Chennai
12405,Keyboard,Kolkata
12790,Mouse,Delhi
2156,Laptop,Chennai
10809,Laptop,Mumbai
19422,Phone,Chennai
5915,Mouse,Delhi
9213,Phone,Chennai
16851,Keyboard,Delhi
818,Mouse,Delhi
7847,Mouse,Chennai
5209,Phone,Chennai
14703,Mouse,Kolkata
10904,Laptop,Kolkata
142,Keyboard,Mumbai
12229,Keyboard,Chennai
14886,Phone,Kolkata
13820,Laptop,Kolkata
19387,Laptop,Chennai
3603,Keyboard,Chennai
13432,Keyboard,Mumbai
17846,Keyboard,Mumbai
15717,Laptop,Delhi
7551,Phone,Chennai
1335,Mouse,Chennai
16776,Keyboard,Mumbai
15843,Phone,Chennai
10508,Phone,Mumbai
11053,Phone,Kolkata
19834,Mouse,Kolkata
